Book Name,OPN,CON,EXT,AGR,NEU,Clusters
Rachel's Garden (Paperback),4.128713773,3.401815265,3.32364198,3.647876654,2.726997187,13
"Forgiven (Sisters of the Heart, #3)",4.183217119,3.428216415,3.388703279,3.625146618,2.585929749,22
"The Seekers (Amish Cooking Class, #1)",4.128335269,3.497326603,3.391080186,3.604444405,2.631983276,7
"Running Around (And Such) (Lizzie Searches for Love, #1)",4.147607351,3.386851289,3.33526389,3.656998909,2.731720422,5
The Photograph (Hardcover),4.189265246,3.517503405,3.506053102,3.604331677,2.605796382,12
"A Miracle of Hope (The Amish Wonders, #1)",4.17822061,3.492528895,3.378619306,3.730010668,2.672626734,23
Accidentally Amish (Valley of Choice #1),4.16708631,3.445656912,3.328113471,3.580222668,2.656971584,7
"An Amish Family Reunion (Miller Family, #4)",4.142037452,3.407533963,3.281530676,3.720266912,2.778495145,5
A Simple Winter (Seasons of Lancaster #1),4.182203836,3.452827358,3.364512737,3.641909387,2.681940946,17
Anna's Return (Paperback),4.190270073,3.450938837,3.384102552,3.648727234,2.679321442,17
"The Immortals of Meluha (Shiva Trilogy, #1)",4.210893206,3.446076421,3.299750238,3.690489941,2.702571268,6
Almost Amish (Paperback),4.165211422,3.495669752,3.299506405,3.627546008,2.657582274,26
"The Haven (Stoney Ridge Seasons, #2)",4.19864508,3.440781913,3.49707409,3.747639784,2.591859907,12
"Leaving Lancaster (Legacy of Lancaster, #1)",4.189337598,3.466024145,3.365166806,3.643394226,2.665674532,23
"Wild Horses (Sadie's Montana, #1)",4.200726005,3.403132356,3.313814194,3.687459553,2.702362736,13
The Survivor (Families of Honor #3),4.202674788,3.443874012,3.394411769,3.712046779,2.635468474,1
"The Protector (Families of Honor, #2)",4.164204715,3.385821667,3.500280401,3.771098009,2.617131004,12
A Mother's Secret (Hearts of Lancaster Grand Hotel #2),4.148426764,3.360634561,3.300474293,3.686491953,2.726123936,5
"Christmas at Rose Hill Farm: An Amish Love Story (Stoney Ridge Seasons, #4)",4.158287146,3.502542545,3.356501759,3.658545715,2.649506628,23
The Promise Box (Seven Brides for Seven Bachelors #2),4.195567718,3.483618857,3.47737012,3.671559115,2.57352812,14
Threads of Grace (Patch of Heaven #3),4.175821619,3.48384737,3.463552413,3.701535011,2.582793082,12
His Love Endures Forever (Land of Canaan #3),4.197811138,3.477903751,3.402753591,3.765113429,2.761446771,17
"Summer of Secrets (Seasons of the Heart, #1)",4.13289329,3.380542468,3.327411901,3.687631444,2.684024876,5
Amish Grace: How Forgiveness Transcended Tragedy (Hardcover),4.242047034,3.583643046,3.286283381,3.607436893,2.616758788,3
A Son's Vow (The Charmed Amish Life #1),4.114931426,3.44184251,3.38798683,3.595143663,2.64374735,7
"Plain Jayne (Plain and Simple, #1)",4.187450022,3.471125273,3.389207095,3.61719667,2.66000581,23
Crossing Over: One Woman's Escape from Amish Life (Paperback),4.173057939,3.481499279,3.366884356,3.652356945,2.611906265,7
Levi's Will (Paperback),4.191555944,3.47699991,3.284378383,3.634354906,2.705737655,6
Ties that Bind (The Amish of Summer Grove #1),4.1981493,3.527060006,3.483036915,3.713723027,2.630131042,12
An Amish Garden (Paperback),4.2045656,3.61103923,3.412115796,3.668306395,2.561267855,16
The Calling (Inn at Eagle Hill #2),4.151887272,3.406348198,3.453044265,3.674943735,2.673485557,17
Material Witness (Shipshewana Amish Mystery #3),4.156545051,3.473818026,3.357167943,3.643589667,2.712514474,6
To Love and to Cherish (The Bliss Creek Amish #1),4.118955676,3.47983502,3.395688125,3.66593391,2.67409751,23
The Lopsided Christmas Cake (Paperback),4.086352394,3.456615522,3.302576177,3.614440004,2.668585876,13
The Imposter (The Bishop's Family #1),4.171877381,3.45056743,3.402335597,3.67569141,2.667089342,23
"The Promise of Palm Grove (Amish Brides of Pinecraft, #1)",4.178666894,3.452076745,3.413527266,3.652810715,2.609810485,7
Child of Mine (Paperback),4.212651294,3.493686003,3.30744982,3.590698079,2.674494315,26
Home to Pebble Creek (The Pebble Creek Amish),4.193435887,3.455476309,3.306613995,3.614912669,2.676219086,9
"Adoring Addie (The Courtships of Lancaster County, #2)",4.170137168,3.416304135,3.426030502,3.746545769,2.6510168,17
"Huckleberry Hill (The Matchmakers of Huckleberry Hill, #1)",4.141561597,3.430404878,3.417678033,3.708461965,2.619696859,23
Jacob's Daughter (Amish Daughters #1),4.215651385,3.415364269,3.245372452,3.633168064,2.687484486,6
"Faithful to Laura (Middlefield Family, #2)",4.197213787,3.440043344,3.357951703,3.660546973,2.682022344,13
Beyond Hope's Valley (Big Sky #3),4.224506136,3.412602266,3.396860966,3.655177512,2.636593498,22
"A Hand to Hold (Hearts of Middlefield, #3)",4.141596256,3.417067341,3.265943691,3.616256433,2.69322189,6
"Leah's Choice (Hannah's Daughters, #4)",4.163505245,3.430296236,3.381731799,3.611254492,2.756910572,17
An Uncommon Grace (Paperback),4.153095721,3.439442991,3.342261746,3.623471793,2.641555962,29
"A Wedding Quilt for Ella (Little Valley, #1)",4.135775248,3.476205541,3.33395891,3.632214727,2.651987275,7
"The Hope of Spring (Discovery, #3)",4.144391632,3.443963993,3.405205737,3.695954393,2.712553912,17
Hopeful (Return to Sugarcreek #1),4.12050616,3.493050122,3.436542635,3.767154692,2.655817525,17
"Huckleberry Christmas (The Matchmakers of Huckleberry Hill, #3)",4.155912267,3.479098534,3.325636994,3.670300376,2.675610206,13
"Huckleberry Summer (The Matchmakers of Huckleberry Hill, #2)",4.134860643,3.460685284,3.396550233,3.653367468,2.641138128,23
"The Tattered Quilt  (The Half-Stitched Amish Quilting Club, #2)",4.089786041,3.498634335,3.406032187,3.653707685,2.576782338,1
"The Oath of the Vayuputras (Shiva Trilogy, #3)",4.168372996,3.401889407,3.315560241,3.597442891,2.694093094,6
The Lesson (Stoney Ridge Seasons #3),4.164409537,3.45574754,3.420652414,3.686994879,2.63651576,23
Found (The Secrets of Crittenden County #3),4.198931194,3.423857047,3.338438569,3.661717286,2.654403136,13
"Miriam's Heart (Hannah's Daughters, #2)",4.114475931,3.443805058,3.294693959,3.64348343,2.652502406,13
"Bygones (Sommerfield Trilogy, #1)",4.145126434,3.482419093,3.366049693,3.635488094,2.692044325,23
The Newcomer (Amish Beginnings #2),4.161478348,3.420234902,3.370064905,3.647309143,2.597462052,22
Amish Christmas at North Star: Four Stories of Love and Family (Paperback),4.172065153,3.544061903,3.238697326,3.624991386,2.678601091,18
"The Healing Quilt (The Half-Stitched Amish Quilting Club, #3)",4.083190022,3.471026126,3.44924365,3.687461689,2.619360342,23
Plain Murder (An Amish Mystery #1),4.177242532,3.420729323,3.311656003,3.552282775,2.722953661,6
"A Home for Lydia (The Pebble Creek Amish, #2)",4.1245849,3.47474752,3.526979126,3.691388619,2.562874952,12
Rebecca's Promise (Adams County #1),4.197953935,3.363427439,3.304124167,3.697582242,2.66095602,13
"Her Brother's Keeper (Amish Secrets, #1)",4.190274223,3.533571421,3.326685833,3.672420039,2.612664261,26
Though Mountains Fall (Daughters of Caleb Bender #3),4.207245559,3.45851113,3.318259502,3.689357889,2.606490995,1
"The Heart's Journey (Stitches in Time, #2)",4.183118298,3.506956417,3.425784818,3.663856383,2.518836473,14
"Anna's Gift (Hannah's Daughters, #3)",4.127918974,3.438153552,3.390610194,3.592704142,2.706527282,11
Sarah's Christmas Miracle (Paperback),4.140820913,3.480265954,3.319282673,3.671131932,2.655982345,13
"Hannah's Dream (Hannah's Heart, #1)",4.181580435,3.444384532,3.30325533,3.624636191,2.647667222,13
The English Son (The Amish Millionaire #1),4.12241474,3.366032821,3.334553323,3.700281855,2.709564328,5
"Courting Cate (The Courtships of Lancaster County, #1)",4.174465672,3.470710493,3.385329413,3.653671476,2.625689215,23
"The Decision (Prairie State Friends, #1)",4.163186515,3.511486549,3.347597487,3.660965167,2.65041239,23
"The Pieces of Summer (Discovery, #4)",4.11256473,3.42642736,3.372115128,3.674313849,2.771146239,17
"Lamb to the Slaughter (Serenity's Plain Secrets, #1)",4.175674257,3.400152874,3.248927264,3.604459651,2.701793824,6
Wonderful Lonesome (Amish Turns of Time #1),4.167443816,3.433088517,3.318271001,3.596973028,2.671338361,9
"A Plain Scandal (Appleseed Creek, #2)",4.144507761,3.438084032,3.271872094,3.574752418,2.706540431,6
"Letters to Katie (Middlefield Family, #3)",4.157045425,3.419737359,3.408409218,3.678285268,2.710352946,17
"Temptation (Temptation, #1)",4.160987377,3.496864641,3.562166997,3.621315971,2.695667036,12
Fields of Corn (Amish of Lancaster #1),4.17456539,3.358222697,3.237567251,3.643760818,2.74428417,6
"Annie's Truth (Touch of Grace, #1)",4.225012786,3.530417858,3.413098615,3.727843029,2.59732205,16
The Secret of the Nagas (Shiva Trilogy #2),4.170523969,3.418020956,3.284556648,3.695968686,2.724992358,6
The Hope Jar (The Prayer Jars #1),4.161401629,3.510628444,3.425111239,3.69473533,2.598868896,1
The Butterfly Garden (Hardcover),4.207941338,3.464040496,3.254887908,3.621751592,2.67970654,18
Plain and Simple: A Journey to the Amish (Paperback),4.215800076,3.551387097,3.437061569,3.649854612,2.55345651,14
Murder Tightly Knit (Amish Village Mystery #2),4.160396045,3.358305781,3.255398066,3.595793328,2.751349247,6
"Long Lost (Kate Burkholder, #4.5)",4.123326399,3.489894389,3.399401872,3.688190977,2.587187947,1
"Missing Your Smile (Fields Of Home, #1)",4.176385356,3.444815686,3.432117092,3.630230617,2.649574123,17
"Blood of the Prodigal (Ohio Amish Mystery, #1)",4.146982551,3.405179729,3.265110842,3.624098246,2.6793754,6
"Summerhill Secrets: Volume 2 (Summerhill Secrets, #6-10)",4.172431821,3.392226266,3.309788902,3.617287398,2.606956545,22
"Amish Promises (Neighbors of Lancaster County, #1)",4.180429168,3.479235087,3.329220486,3.636785766,2.686730335,26
A Forbidden Rumspringa (Gay Amish Romance #1),4.221394823,3.432930487,3.393813764,3.661394218,2.665532084,22
"The Beekeeper's Son (The  Amish of Bee County, #1)",4.177921765,3.478436192,3.337868204,3.669233756,2.69746685,23
A Christmas Gift for Rose (Hardcover),4.157437394,3.627022049,3.526268307,3.64409258,2.597017101,14
Reckless Heart (Paperback),4.142932362,3.474802873,3.414880045,3.667283444,2.675215054,23
"The Christmas Quilt (Brides of Amish Country, #5)",4.124333918,3.494098182,3.388698702,3.690961,2.570615801,1
"Never Far from Home (Miller Family, #2)",4.186508584,3.467404867,3.313247414,3.695876913,2.720092734,6
An Amish Second Christmas (Paperback),4.158451016,3.492232626,3.226559586,3.668497275,2.660891147,25
Daybreak (The Days of Redemption #1),4.197035935,3.457552103,3.37513638,3.638037192,2.629532255,23
"Katie Opens Her Heart (Emma Raber's Daughter, #1)",4.20285636,3.399579863,3.580898099,3.661942781,2.60698767,12
The Little Amish Matchmaker: A Christmas Romance (ebook),4.144832343,3.469743773,3.255161302,3.660284864,2.670684166,13
Autumn Winds (Seasons of the Heart #2),4.128557187,3.390899139,3.377748303,3.714859934,2.628656281,13
"A Stranger's Gift (Women of Pinecraft, #1)",4.164708056,3.50958713,3.474744518,3.732589877,2.505867782,14
"A Marriage for Meghan (Wayne County, #2)",4.135512237,3.472533226,3.355864001,3.548618578,2.674157117,11
What the Heart Sees: A Collection of Amish Romances (Paperback),4.136466523,3.56745639,3.262375921,3.568381539,2.672743635,3
"The Cherished Quilt (Amish Heirloom, #3)",4.154830531,3.617987099,3.488868899,3.745052575,2.633699824,23
"The Courtship Basket (Amish Heirloom, #2)",4.147376429,3.409769312,3.454758208,3.637564381,2.648106386,17
Scion of Ikshvaku (Ram Chandra #1),4.225661313,3.482367218,3.39923791,3.648922932,2.58778574,1
A Love Undone: An Amish Novel of Shattered Dreams and God's Unfailing Grace (ebook),4.185744071,3.573451255,3.490326027,3.6204643,2.543775574,14
The Amish Blacksmith (Paperback),4.164133228,3.393342054,3.379618736,3.640731199,2.675692725,17
"Murder, Plain and Simple (Amish Quilt Shop Mystery #1)",4.198177482,3.548541562,3.345872113,3.638359876,2.618604916,16
"A Wedding for Julia (The Pebble Creek Amish, #3)",4.159376113,3.538981965,3.440437907,3.680458959,2.605107697,23
Danger in Plain Sight (The Brotherhood of the Raven #3),4.181595559,3.420245477,3.190861844,3.651724467,2.676177501,10
"Ella's Wish (Little Valley, #2)",4.113872567,3.436830961,3.298919489,3.710078428,2.687485161,13
"Love Finds You in Sugarcreek, Ohio (Paperback)",4.17951378,3.437517235,3.444184311,3.666559939,2.63707405,17
"Dark Road Home (Maplecreek, #1)",4.170924815,3.417020116,3.226268257,3.594580824,2.728075647,6
The Amish Clockmaker (Paperback),4.212695878,3.483475859,3.372706316,3.602789515,2.657070116,26
"A Dream of Home (Hearts of Lancaster Grand Hotel, #3)",4.140830386,3.531844439,3.402923889,3.705216934,2.630403888,23
Amish by Accident (Kindle Edition),4.241120296,3.484445183,3.279223207,3.70817391,2.694903869,10
"A Home In The West (The Amish of Apple Grove,  #3.5)",4.178776406,3.537923884,3.282328215,3.646771331,2.654027318,13
An Amish Miracle (ebook),4.177143737,3.458631024,3.372859695,3.687589618,2.77444796,17
"Assaulted Pretzel (An Amish Mystery, #2)",4.175685718,3.442503222,3.345705394,3.625272251,2.637370079,23
"Johanna's Bridegroom (Hannah's Daughters, #6)",4.184056458,3.451169401,3.287053743,3.686707296,2.689704911,13
Plain Fame (Plain Fame #1),4.213315568,3.441981269,3.329464997,3.653682032,2.706872875,6
"Living in Harmony (New Beginnings, #1)",4.151064614,3.538404746,3.481449041,3.702401212,2.545032754,14
"The Wings of Morning (Snapshots in History, #1)",4.091810046,3.57571687,3.360526768,3.618742081,2.51242263,7
Katie's Way (Paperback),4.175379686,3.446515078,3.411125327,3.694900828,2.603490775,22
Jacob's Return (ebook),4.208739545,3.478814047,3.355669202,3.629809474,2.678451631,23
Double Take (Paperback),4.151716303,3.587700021,3.540805082,3.678721952,2.54641492,14
"The Doctor's Blessing (Brides of Amish Country, #2)",4.153148283,3.431801122,3.291732007,3.646128646,2.674720458,13
"Somewhere to Belong (Daughters of Amana, #1)",4.196734737,3.548972894,3.400377373,3.69553557,2.5294898,14
Rumspringa: To Be or Not to Be Amish (Paperback),4.187563051,3.47918802,3.308979429,3.55727772,2.678545481,3
A Place at Our Table (Amish Homestead #1),4.132495283,3.438421823,3.431802837,3.646702421,2.622144157,17
Her Secret (The Amish of Hart County #1),4.168427335,3.494542082,3.414397199,3.670799147,2.62154651,1
Murder Freshly Baked (Amish Village Mystery #3),4.154400518,3.344429922,3.24418853,3.684901542,2.726426764,6
"The Proposal at Siesta Key (Amish Brides of Pinecraft, #2)",4.108280858,3.385692939,3.507727577,3.734579888,2.633237046,12
The Amish Groom (Paperback),4.181644481,3.497542994,3.262457879,3.585675027,2.662056729,0
"First Impressions: An Amish Tale of Pride and Prejudice (The Amish Classics, #1)",4.158480699,3.458196868,3.255171733,3.65505528,2.668028189,13
Rebecca's Christmas Gift (Paperback),4.118379686,3.41669252,3.452514297,3.671465819,2.602332551,17
"A Joyful Break (Dreams of Plain Daughters, #1)",4.158990893,3.477057367,3.373854729,3.619244164,2.647783155,23
Promise to Return (The Promise of Sunrise #1),4.225920244,3.562952964,3.339949762,3.556167898,2.572891406,3
"A Simple Faith (Lancaster Crossroads, #1)",4.196174188,3.500762469,3.332543133,3.62511125,2.615056721,26
Susanna's Christmas Wish (Paperback),4.165384763,3.429944815,3.294254936,3.660118691,2.684526717,13
Arms Of Love (Amish Beginnings),4.240823067,3.492047124,3.359537542,3.608885856,2.554449486,2
"Fall from Pride (Home Valley, #1)",4.167987994,3.437790871,3.323971109,3.649700963,2.637309637,13
Sarah's Gift (Paperback),4.169809781,3.394808473,3.355488485,3.702525826,2.65561272,13
"Where Grace Abides (The Riverhaven Years, #2)",4.162404643,3.383625844,3.356766192,3.620174075,2.724584426,17
Beginnings (Sommerfield Trilogy #2),4.123386621,3.446162599,3.344341484,3.562271343,2.68321938,11
Plain Secrets: An Outsider among the Amish (Hardcover),4.211222105,3.48663324,3.341629936,3.602705057,2.667494619,26
The Forgiving Jar (The Prayer Jars #2),4.180352506,3.460256206,3.365153127,3.728115558,2.587530809,1
The Teacher's Bride (Amish Brides of Birch Creek #1),3.984877617,3.516302478,3.244944275,3.541916931,2.644570233,27
The First Love (Paperback),4.122372094,3.569650034,3.435751232,3.691876245,2.692382902,23
Gathering the Threads (Paperback),4.224838633,3.496361578,3.451980126,3.697339056,2.540209689,14
An Amish Market (Paperback),4.134847521,3.611105045,3.351008456,3.712923675,2.674839258,16
"Huckleberry Spring (The Matchmakers of Huckleberry Hill, #4)",4.173109583,3.427894552,3.442785827,3.747063522,2.607206913,12
An Amish Cradle (ebook),4.276280987,3.515232854,3.353624106,3.657530873,2.781675622,26
"A Road Unknown (Amish Roads, #1)",4.152590709,3.515558585,3.413085436,3.710777353,2.5670071,1
"The Heart's Frontier (The Amish of Apple Grove, #1)",4.168863319,3.499831542,3.392066878,3.652336253,2.596045883,16
"Broken English (Ohio Amish Mystery, #2)",4.171587965,3.354905333,3.27032174,3.638366028,2.682181046,5
"The Outsider (Shaker, #1)",4.228465524,3.523169003,3.439520577,3.613528975,2.582561212,12
"The Quieting (Bishop's Family, #2)",4.14906697,3.433666844,3.331563271,3.725352062,2.713405762,13
"Fraying at the Edge (The Amish of Summer Grove, #2)",4.21393602,3.502764345,3.476853771,3.784940313,2.593497361,12
"Love Bears All Things (Amish Secrets, #2)",4.192671291,3.540251979,3.402392908,3.699921048,2.705383539,23
A Daughter's Dream (The Charmed Amish Life #2),4.137657539,3.441135925,3.565772392,3.69542105,2.51997412,1
"A Simple Prayer (Hearts of Lancaster Grand Hotel, #4)",4.140700621,3.436943695,3.351097306,3.630541752,2.670362297,13
"The Healing (Kentucky Brothers, #2)",4.116133214,3.417341299,3.243942291,3.623236606,2.708015441,6
Eventide (The Days of Redemption #3),4.194940376,3.496497177,3.40879367,3.656091896,2.562493259,14
An Amish Family Christmas (Paperback),4.1705995,3.472535087,3.390799584,3.659580977,2.588464493,7
An Amish Gift (Hardcover),4.172816987,3.490655101,3.371522277,3.679372446,2.701295548,23
"Christmas in Apple Ridge: Three-in-One Collection: The Sound of Sleigh Bells, The Christmas Singing, The Dawn of Christmas (Paperback)",4.11474972,3.483813372,3.261505735,3.728899626,2.679188399,13
Secrets of Harmony Grove (Paperback),4.173962573,3.465786484,3.291878177,3.559179774,2.717014547,6
"The Way to a Man's Heart (Miller Family, #3)",4.158226881,3.414511433,3.256459658,3.614240549,2.724143637,6
"Rebecca's Return (Adams County, #2)",4.13538597,3.381801161,3.389005736,3.650635716,2.605967443,22
"Dark Angel (Maplecreek, #3)",4.165975202,3.418436806,3.328200794,3.612695449,2.690362112,29
"Blessings (Sommerfield Trilogy, #3)",4.203849695,3.474853471,3.290886883,3.583424409,2.630933823,9
An Amish Family Christmas (The Charmed Amish Life #4),4.109149057,3.423985722,3.356407374,3.719164566,2.692160446,13
The Hawaiian Quilt (Paperback),4.154496932,3.560254237,3.54173486,3.733421084,2.484019029,14
Sweet as Honey (The Honeybee Sisters #1),4.172734447,3.497794097,3.407744774,3.621954019,2.664219826,23
A Woodland Miracle (The Amish Wonders #2),4.174713701,3.546834983,3.439494515,3.752983013,2.540519157,14
An Amish Christmas Quilt (Seasons of the Heart #4.5),4.159789268,3.553133202,3.213397209,3.695780693,2.706322194,13
"The Amish Bride of Ice Mountain (Ice Mountain, #1)",4.173401742,3.439834333,3.291998056,3.607362864,2.663234616,9
"Joyful (Return to Sugarcreek, #3)",4.213232741,3.464204588,3.412206659,3.70018473,2.628230724,1
"Becoming Bea (The Courtships of Lancaster County, #4)",4.158296726,3.388617014,3.386392378,3.777790795,2.666733269,17
Winter of Wishes (Seasons of the Heart #3),4.117430597,3.428601012,3.397672157,3.663806644,2.680699817,17
Ray of Light (The Days of Redemption #2),4.13314361,3.494047387,3.428562288,3.613157097,2.631047623,23
"Plain Admirer (Brides of Amish Country, #8)",4.175594608,3.479775273,3.357470371,3.656665232,2.667179796,23
"Redeeming Grace (Hannah's Daughters, #5)",4.140793126,3.458725866,3.476810364,3.709825199,2.595712142,12
A Simple Autumn (Seasons of Lancaster #3),4.20061893,3.350437583,3.303713345,3.675281717,2.697387617,17
Amish Winter Wonderland (Amish Daughters #2),4.128284633,3.371111074,3.2038855,3.680319925,2.781566367,6
Hannah's Joy (Paperback),4.192764941,3.482483788,3.377835157,3.688454547,2.638698418,23
"Return to Grace (Home Valley, #2)",4.182377456,3.448286167,3.286615165,3.581491821,2.67582507,9
"Big Decisions (Lizzie Searches for Love, #3)",4.143411163,3.431286657,3.357338423,3.65602328,2.692407313,17
Amish Peace: Simple Wisdom for a Complicated World (Paperback),4.277005092,3.529024715,3.361331409,3.670633173,2.571181306,16
Anathema (Hardcover),4.18747308,3.475942629,3.410593079,3.655667384,2.61119912,7
His Guilt (The Amish of Hart County #2),4.135708167,3.491326832,3.336774674,3.563156758,2.643409724,7
Written in Love (Amish Letters #1),4.155444228,3.448562797,3.401484255,3.72707226,2.581846104,23
The Betrayed Fiancee (The Amish Millionaire #3),4.136252254,3.386475683,3.389500358,3.690719863,2.699186793,13
Growing Up Amish (Paperback),4.244454354,3.48418862,3.428576923,3.611453776,2.606579667,12
"Shunned and Dangerous (An Amish Mystery, #3)",4.201952114,3.41277922,3.372986375,3.591438127,2.650780183,22
Pennsylvania Patchwork (Legacy of Lancaster #2),4.214704609,3.475797259,3.408235579,3.626225769,2.71780679,23
A Simple Christmas Wish (Hardcover),4.139259844,3.467409808,3.331731114,3.62910387,2.577932102,7
"Annie's Christmas Wish (Quilts of Lancaster County, #4)",4.228567847,3.495808536,3.426296134,3.60940204,2.722456038,23
The Christmas Visitor: An Amish Romance (Hardcover),4.149943658,3.449420381,3.229176955,3.621782351,2.727138421,6
"Fire in the Night (Lancaster Burning, #1)",4.137828362,3.42773184,3.290965689,3.626858187,2.744636775,6
"Inescapable (Road to Kingdom, #1)",4.186549226,3.421848178,3.414836593,3.66125017,2.586443671,22
"The Hidden Life (Amish Quilt, #2)",4.186187631,3.452480975,3.379845537,3.603136982,2.687649648,23
"The Shunning/The Confession/The Reckoning (The Heritage of Lancaster County, #1-3)",4.156620463,3.482101688,3.349755719,3.650385241,2.620765546,7
"A Rose Revealed (Amish Farm Trilogy, #3)",4.137298513,3.490202746,3.426262479,3.603539971,2.727414844,11
"Simply Sara (Plain and Simple, #2)",4.215820844,3.50235985,3.298486542,3.659615112,2.589232617,10
"A Secret Identity (Amish Farm Trilogy, #2)",4.11484686,3.440432206,3.268655405,3.604402613,2.680342838,13
"The Covenant/The Betrayal/The Sacrifice/The Prodigal/The Revelation (Abram's Daughters, #1-5)",4.17379735,3.394551467,3.331655417,3.621257909,2.699876863,29
The Blessing (The Amish Cooking Class #2),4.056330981,3.430394546,3.442896968,3.64003834,2.67973685,17
The Celebration (Amish Cooking Class #3),4.094883922,3.444079237,3.267432928,3.626532004,2.787966295,6
What the Bishop Saw (The Amish Bishop Mysteries #1),4.162589306,3.433107885,3.302277943,3.555547635,2.663512163,9
The Devoted (The Bishop's Family #3),4.203449922,3.510937232,3.434714818,3.676463302,2.632459037,12
The Divided Family (The Amish Millionaire #5),4.157250874,3.436341529,3.350201358,3.678056571,2.663195194,13
The Missing Will (The Amish Millionaire #4),4.161997688,3.457469747,3.330924751,3.690083806,2.718977153,13
The Stubborn Father (The Amish Millionaire #2),4.123945178,3.357085318,3.288895427,3.645412403,2.754715646,5
"Plain and Fancy (Brides of Lancaster County, #3)",4.191390063,3.452429747,3.32328354,3.670763721,2.714641185,6
A Season of Love (Kauffman Amish Bakery #5),4.214347331,3.420702246,3.474310439,3.686337983,2.664824362,17
"The Caregiver (Families of Honor, #1)",4.19976449,3.455669049,3.329237703,3.639959248,2.681343224,13
The Amish Seamstress (Paperback),4.185587182,3.521107043,3.363563859,3.708280522,2.669263796,23
The Outcast: a modern retelling of The Scarlet Letter (Paperback),4.229568295,3.50436468,3.460393984,3.607014851,2.601299182,12
The Healing Jar (Audio CD),4.161652023,3.517255816,3.414224571,3.692242061,2.599014825,1
"A Sister's Wish (The Charmed Amish Life, #3)",4.176783949,3.449293277,3.440729004,3.649012825,2.636842171,17
Thankful (Return to Sugarcreek #2),4.164429736,3.494356206,3.470360123,3.647482834,2.692917835,12
"A Plain Disappearance (Appleseed Creek, #3)",4.184451645,3.425353716,3.349548334,3.653141761,2.705467028,13
A Heart Made New (The Bliss Creek Amish #2),4.15632033,3.437019629,3.338448172,3.716498022,2.652274562,13
Sisters of the Quilt: The Complete Trilogy (Paperback),4.162962981,3.482802034,3.302251117,3.623952785,2.696374558,13
When Hope Blossoms (Paperback),4.110586924,3.541970432,3.394913452,3.626497419,2.696484419,23
Brush of Angel's Wings (Heaven On Earth #2),4.184735977,3.421597112,3.457407056,3.673029567,2.605664991,17
The Brides of the Big Valley: 3 Romances from a Unique Pennsylvania Amish Community (Paperback),4.169430639,3.595142925,3.317207989,3.576131512,2.707643939,3
"Upon a Spring Breeze (Every Amish Season, #1)",4.152375598,3.533255732,3.457722162,3.684532117,2.722736624,23
"Amish Sweethearts (Neighbors of Lancaster County, #2)",4.177298123,3.465878685,3.357245173,3.698061371,2.642061039,23
An Empty Cup (Paperback),4.144209482,3.442718876,3.408454529,3.651844012,2.6438357,23
"The Kissing Bridge (Seven Brides for Seven Bachelors, #3)",4.186939776,3.445451418,3.48526299,3.695540839,2.487058233,1
"The Christmas Quilt (Quilts of Love, #11)",4.18605381,3.649269815,3.494251241,3.745018807,2.586164185,23
Hidden Mercies (Paperback),4.192832253,3.507588586,3.304383264,3.638196322,2.625258745,26
Lydia's Hope (The Lost Sisters of Pleasant Valley #1),4.196056787,3.461572457,3.41241093,3.638541534,2.634058448,23
Love Still Stands (New Hope Amish #1),4.130858226,3.477577059,3.446930672,3.671328945,2.65662699,23
"Heart in Hand (Stitches in Time, #3)",4.112704686,3.484807894,3.397240896,3.676684625,2.716769597,23
Love's Journey Home (The Bliss Creek Amish #3),4.126622181,3.440130764,3.368889028,3.634546233,2.642145463,7
A Welcome at Our Door (Amish Homestead #4),4.171091449,3.536073486,3.342424403,3.648267029,2.774047472,11
The Hawaiian Discovery (Paperback),4.188740532,3.601951667,3.592334046,3.782587156,2.482249101,20
"Abiding Mercy (Amish Mercies, #1)",4.206596918,3.555798773,3.432562779,3.71982328,2.517834008,14
The Gift (The Amish of Hart County #3),4.162689105,3.413867601,3.330545987,3.706061075,2.677195644,13
Amish Weddings (Neighbors of Lancaster County #3),4.137070781,3.425813832,3.398024697,3.653796466,2.699358834,17
An Amish Harvest (Paperback),4.238276784,3.540521392,3.333450588,3.651275244,2.670620135,26
An Unbroken Heart (Amish of Birch Creek #2),4.149772786,3.493658122,3.430641097,3.638160904,2.595072036,7
The Selfless Act (The Amish Millionaire #6),4.147934821,3.433106066,3.294456098,3.745157365,2.606390545,0
The Gift (Prairie State Friends #2),4.149188762,3.452154864,3.352202589,3.656877526,2.689432223,17
Anna's Healing (Plain and Simple Miracles #1),4.232990467,3.533834333,3.476376857,3.64191336,2.57303308,14
Susanna's Dream (The Lost Sisters of Pleasant Valley #2),4.183051129,3.457867524,3.396991692,3.65181834,2.654994004,23
"Love Comes to Paradise (New Beginnings, #2)",4.19518653,3.423499733,3.426239181,3.699814839,2.602624362,22
An Angel by Her Side (Heaven On Earth #3),4.200524207,3.491318604,3.479292604,3.691534288,2.587705604,14
Naomi's Christmas (Paperback),4.210153502,3.452413684,3.259076806,3.598365082,2.660974827,9
A Simple Spring (Seasons of Lancaster #2),4.278294884,3.502060546,3.394793365,3.656349894,2.560455066,28
Hearts in Harmony (An Amish Journey #1),4.139314867,3.442599285,3.346979895,3.724656392,2.710438155,13
Seasons of an Amish Garden (Paperback),4.175425274,3.619684748,3.298262348,3.759616902,2.578449772,16
