ID,Title,OPN,CON,EXT,AGR,NEU,Clusters,,,,,
216,"Queen of the Conqueror: The Life of Matilda, Wife of William I (Hardcover)",4.1956447,3.479500314,3.310013918,3.663855195,2.59215883, ,,,,,
217,King Hereafter (Paperback),4.248218399,3.399357464,3.324558052,3.567672271,2.562618846, ,,,,,
218,The Winter Mantle (Paperback),4.166777099,3.483237979,3.347655171,3.543161491,2.575476237, ,,,,,
219,"The Price of Blood (The Emma of Normandy Trilogy, #2)",4.203453981,3.423066114,3.357106428,3.570023765,2.571619895, ,,,,,
220,Ø±Ø¨Ø§Ø¹ÙŠØ§Øª Ø®ÙŠØ§Ù… (Hardcover),4.313899789,3.591732721,3.319444843,3.665379561,2.480880383, ,,,,,
221,"The Handfasted Wife (Daughters of Hastings, #1)",4.181834741,3.51201562,3.381064669,3.553686113,2.497398462, ,,,,,
222,"The Physician (Cole Family Trilogy, #1)",4.199728761,3.584048814,3.34461603,3.623797527,2.546732817, ,,,,,
223,"The Lion of Justice (Norman Trilogy, #2)",4.198156496,3.430282077,3.224767344,3.596330544,2.598828835, ,,,,,
224,"Gildenford (Norman Quartet, #1)",4.172007776,3.46316156,3.329522761,3.576601502,2.574027669, ,,,,,
225,The Chosen Queen (Queens of Conquest #1),4.217954854,3.508775095,3.328052096,3.605966829,2.546356281, ,,,,,
226,The King's Hounds (The King's Hounds #1),4.221171344,3.379491459,3.302714584,3.448239374,2.553749655, ,,,,,
227,"Sworn Sword (The Bloody Aftermath of 1066, #1)",4.260512247,3.490294845,3.416610495,3.541484166,2.500977175, ,,,,,
228,The Needle in the Blood (Paperback),4.224236719,3.412311212,3.309380826,3.596578835,2.620073482, ,,,,,
229,The Wolf and the Dove (Paperback),4.17030867,3.459749004,3.355170983,3.614783918,2.647661556, ,,,,,
230,As I Crossed a Bridge of Dreams: Recollections of a Woman in Eleventh-Century Japan (Paperback),4.221299211,3.568566096,3.411311825,3.610090968,2.509693158, ,,,,,
231,The Last English King (Hardcover),4.204798457,3.417350962,3.253275745,3.584812007,2.565864715, ,,,,,
232,"The Wolves of Savernake (Domesday, #1)",4.170986949,3.442637408,3.303598377,3.585117721,2.630275507, ,,,,,
233,"Hood (King Raven, #1)",4.205465751,3.390641429,3.216343822,3.483580508,2.65693743, ,,,,,
234,The Conqueror's Queen (Queens of Conquest #3),4.21337952,3.432912569,3.316368302,3.665568312,2.627320013, ,,,,,
235,The Harrowing (Hardcover),4.232046317,3.488735893,3.341639543,3.555492102,2.555512535, ,,,,,
236,The Constant Queen (Queens of Conquest #2),4.168233023,3.463979406,3.334571049,3.580841791,2.606601304, ,,,,,
237,The Wake (Hardcover),4.26753584,3.45082829,3.300753125,3.605467601,2.50650616, ,,,,,
238,Vis and Ramin (Hardcover),4.187508211,3.550980689,3.297145761,3.645273739,2.526039725, ,,,,,
239,"Odinn's Child (Viking, #1)",4.200516152,3.444871993,3.283183436,3.52078287,2.610216187, ,,,,,
240,The Conqueror (Paperback),4.194842678,3.511305259,3.354877859,3.635845502,2.520401529, ,,,,,
241,"Scarlet (King Raven, #2)",4.213102103,3.471066848,3.243171181,3.534528675,2.618204331, ,,,,,
242,1066: The Year of the Conquest (Paperback),4.180290606,3.487528603,3.355972683,3.625315152,2.504524481, ,,,,,
243,Madselin (Hardcover),4.228435565,3.553539608,3.342663566,3.565327665,2.565387624, ,,,,,
244,Samarkand (Paperback),4.197061765,3.492136654,3.302818994,3.593541587,2.577410742, ,,,,,
245,The Forest (Paperback),4.163833308,3.502922828,3.321660606,3.615691894,2.612626236, ,,,,,
246,"The Swan-Daughter (Daughters of Hastings, #2)",4.14696983,3.454049046,3.328760545,3.540903345,2.559009962, ,,,,,
247,Ø§Ù„Ù‚Ø§Ù†ÙˆÙ† Ù�ÙŠ Ø§Ù„Ø·Ø¨ (Paperback),4.193569065,3.341807612,3.366750993,3.621099515,2.545726281, ,,,,,
248,"The Disputed Crown (Norman Quartet, #3)",4.264261203,3.358519542,3.445807986,3.653103956,2.560833842, ,,,,,
249,"The Norman Pretender (Norman Quartet, #2)",4.117720828,3.421425135,3.31804384,3.538732643,2.620157205, ,,,,,
250,The Jester (Paperback),4.184321573,3.446243407,3.345046505,3.566583545,2.589114354, ,,,,,
251,"The Hell Screen (Sugawara Akitada, #5)",4.137539637,3.357778266,3.310453305,3.54673518,2.68673295, ,,,,,
252,The Wind from Hastings (Hardcover),4.190953733,3.47860265,3.274644463,3.638243416,2.561759614, ,,,,,
253,"The Conquering Family (The Plantagenets, #1)",4.164256717,3.453405758,3.36130656,3.607674167,2.516136507, ,,,,,
254,"The Mosaic of Shadows (Demetrios Askiates, #1)",4.195316402,3.465189359,3.339718836,3.614358404,2.603227438, ,,,,,
255,"Queen Emma: A History of Power, Love, and Greed in 11th-Century England (Paperback)",4.196917324,3.476467991,3.306419176,3.569053188,2.579916598, ,,,,,
256,The Izumi Shikibu Diary: A Romance of the Heian Court (Hardcover),4.006077955,3.490116885,3.408992799,3.560668069,2.483486683, ,,,,,
257,The Comet Seekers (Hardcover),4.267076478,3.515182585,3.361981612,3.677606428,2.556369768, ,,,,,
258,"Just One Damned Thing After Another (The Chronicles of St Mary's, #1)",4.192230563,3.429890311,3.371717512,3.564736612,2.486662694, ,,,,,
259,Daughter of a Thousand Years (Kindle Edition),4.199486588,3.543291061,3.424793045,3.664372502,2.512632755, ,,,,,
260,"The Flame of Resistance (The Lost King, #1)",4.192940702,3.439092669,3.417187827,3.64369511,2.513154475, ,,,,,
261,Tales from the Kathasaritsagara (Paperback),4.227151788,3.564633839,3.19133357,3.569737828,2.529721518, ,,,,,
262,Silk Road (Hardcover),4.192782081,3.499590373,3.347099534,3.573257824,2.498093659, ,,,,,
263,Alamut (Hardcover),4.264235107,3.514068091,3.355575051,3.619683494,2.542214565, ,,,,,
264,The Wild Hunt (Ravenstow Trilogy #1),4.176522471,3.474222978,3.319835075,3.569335383,2.639137056, ,,,,,
265,1066 Turned Upside Down (Kindle Edition),4.200150881,3.554497521,3.280104139,3.535100379,2.522635419, ,,,,,
266,"Lady Of Fire (Fire, #1)",4.198906029,3.468431511,3.378458295,3.629480709,2.575963601, ,,,,,
267,Diaries of Court Ladies of Old Japan (Paperback),4.153797258,3.443280224,3.438667933,3.634897425,2.50902127, ,,,,,
268,Shieldwall (Paperback),4.214775904,3.458091184,3.310826761,3.525234288,2.557270728, ,,,,,
269,A Land Divided (The Blood of Kings #1),4.164525135,3.410197348,3.241671017,3.542413295,2.609670412, ,,,,,
270,A Concise History of the Crusades (Hardcover),4.173580537,3.419040917,3.236002061,3.58831588,2.613395047, ,,,,,
271,Queens Consort: England's Medieval Queens (Hardcover),4.198290184,3.509436019,3.296561607,3.608588213,2.556695471, ,,,,,
272,Ø±Ø¨Ø§Ø¹ÛŒØ§Øª Ù…ÙˆÙ„Ø§Ù†Ø§ Ø§Ø¨ÙˆØ³Ø¹ÛŒØ¯ Ø§Ø¨ÙˆØ§Ù„Ø®ÛŒØ± (Hardcover),0,0,0,0,0, ,,,,,
273,"Captivated by You (Crossfire, #4)",4.106561623,3.334363901,3.453024616,3.713658821,2.751972183, ,,,,,
274,Joheved (Rashiâ€™s Daughters #1),4.174146692,3.538811619,3.392293552,3.642438609,2.565977542, ,,,,,
275,1066: What Fates Impose (Paperback),4.185295289,3.449459443,3.409606375,3.566092433,2.455669928, ,,,,,
276,"Rashomon Gate (Sugawara Akitada, #2)",4.12842724,3.394960517,3.172486764,3.566677086,2.662247182, ,,,,,
277,"The Dragon Scroll (Sugawara Akitada, #1)",4.149612127,3.418639454,3.259773966,3.54758267,2.661843356, ,,,,,
278,"Goddess of the Sea (Goddess Summoning, #1)",4.174903537,3.435134941,3.387352718,3.713126244,2.623868145, ,,,,,
279,"The Sacred Stone (The Medieval Murderers, #6)",4.215640401,3.454238824,3.132636066,3.538225208,2.639350878, ,,,,,
280,"King of the Wood (Norman Quartet, #4)",4.230774078,3.35705403,3.228456109,3.581425566,2.503065068, ,,,,,
281,"King's Man (Viking, #3)",4.219840521,3.423471728,3.317630898,3.546315515,2.550059103, ,,,,,
282,"Sworn Brother (Viking, #2)",4.165239501,3.362559505,3.239069556,3.582994319,2.641363478, ,,,,,
283,Queen Emma and Queen Edith: Queenship and Women's Power in Eleventh-century England (Paperback),4.174755572,3.408508625,3.282231166,3.705600454,2.631641886, ,,,,,
284,"Hereward (Hereward, #1)",4.232548785,3.409071536,3.307665427,3.580216884,2.587794519, ,,,,,
285,"The Splintered Kingdom (The Bloody Aftermath of 1066, #2)",4.250081886,3.519754065,3.475343341,3.548319288,2.468314371, ,,,,,
286,Sons of the Wolf (Sons Of The Wolf #1),4.26761113,3.511401829,3.417068467,3.616166031,2.495298224, ,,,,,
287,"Out of the Dawn Light (Aelf Fen, #1)",4.20824656,3.494608773,3.273640874,3.560865896,2.633946747, ,,,,,
288,"Lord of Seduction (The Risande Family, #3)",4.165972624,3.432138075,3.250756517,3.617516638,2.642739853, ,,,,,
289,"Lord of Temptation (The Risande Family, #2)",4.217190957,3.459353911,3.39596124,3.649212864,2.64191637, ,,,,,
290,Rohan (Blood Sword Legacy Book 1),4.164951619,3.433385322,3.310853973,3.579056376,2.650809709, ,,,,,
291,"The Ravens of Blackwater (Domesday, #2)",4.173044115,3.397417439,3.295101991,3.513777326,2.678314342, ,,,,,
292,"Unicorn and Dragon (Unicorn and Dragon, #1)",4.152414896,3.487130034,3.331302223,3.598944825,2.632702647, ,,,,,
293,A Connecticut Yankee in King Arthur's Court (Paperback),4.142795767,3.465255119,3.189254883,3.51060034,2.62438216, ,,,,,
294,The Queen's Pawn (Paperback),4.226655155,3.467049062,3.224315503,3.565440819,2.620363832, ,,,,,
295,The Bought Bride (Paperback),4.246379773,3.616452462,3.393812697,3.647291544,2.506569439, ,,,,,
296,"The Iron Lance (The Celtic Crusades, #1)",4.187989794,3.430181201,3.235458335,3.589972787,2.635804302, ,,,,,
297,"Knights of the Cross (Demetrios Askiates, #2)",4.173077782,3.394440151,3.257297934,3.536667351,2.688507963, ,,,,,
298,"The Templar (Templars, #1)",4.122293892,3.371518616,3.320433774,3.518485903,2.673390076, ,,,,,
299,"A History of the Crusades, Vol. I: The First Crusade and the Foundations of the Kingdom of Jerusalem (Paperback)",4.227897506,3.517668681,3.355028015,3.591440406,2.494897985, ,,,,,
300,Monologion,4.176081022,3.550512208,3.314833497,3.519305191,2.666113806, ,,,,,
301,Ø­ÙŠ Ø¨Ù† ÙŠÙ‚Ø¸Ø§Ù† (Paperback),4.267190166,3.539449318,3.344728892,3.638513839,2.54565874, ,,,,,
302,Proslogion (Paperback),4.227459356,3.609074612,3.341305112,3.656515113,2.527275442, ,,,,,
303,Sakuteiki Visions of the Japanese Garden: A Modern Translation of Japan's Gardening Classic (Hardcover),4.180785717,3.493932265,3.326514523,3.574482279,2.56118408, ,,,,,
304,Domesday Book: A Complete Translation (Paperback),4.064445831,3.441642922,3.270451853,3.614784881,2.555573697, ,,,,,
305,Cur Deus Homo (Paperback),4.244633484,3.498712015,3.377947906,3.671216911,2.456733215, ,,,,,
306,The Metaphysics of The Healing (Hardcover),0,0,0,0,0, ,,,,,
307,The Voyage of Saint Brendan: Journey to the Promised Land (Paperback),4.211900533,3.569214665,3.276599763,3.611490384,2.557139354, ,,,,,
308,She-Wolves: The Women Who Ruled England Before Elizabeth (Hardcover),4.206013392,3.499813892,3.332663935,3.62193868,2.528335518, ,,,,,
309,The Tale of Genji: Legends and Paintings (Hardcover),4.238749046,3.568500063,3.180119964,3.588030249,2.631624269, ,,,,,
310,"Infidel Kings and Unholy Warriors: Faith, Power, and Violence in the Age of Crusade and Jihad (Hardcover)",4.201283899,3.463182168,3.286076028,3.5793054,2.589918585, ,,,,,
311,The Crusades: The Authoritative History of the War for the Holy Land (Hardcover),4.178604754,3.521048932,3.321775592,3.505475439,2.468510931, ,,,,,
312,Death Riddle (Kindle Edition),4.212843018,3.332184676,3.182915672,3.468333812,2.648410716, ,,,,,
313,Le concubine floreali. Storie del consigliere di Mezzo di Tsutsumi (Paperback),0,0,0,0,0, ,,,,,
314,Magna Carta: The Birth of Liberty (Hardcover),4.160287542,3.485563627,3.342135755,3.605811598,2.412909212, ,,,,,
315,The Crusades: A History From Beginning to End (Kindle Edition),4.161069979,3.487568783,3.268280917,3.618666292,2.543021335, ,,,,,
316,Mar de fuego (Paperback),4.502783695,3.501221565,3.400093476,3.693694964,2.4930376, ,,,,,
317,Duchess of Aquitaine: A Novel of Eleanor (Paperback),4.218205193,3.446873006,3.248154874,3.537749007,2.592271862, ,,,,,
318,"Vinland Saga, Volume 3: A Bloody Coming of Age (Kindle Edition)",4.247426812,3.477351716,3.38643077,3.544622121,2.545416498, ,,,,,
319,"Blind Allegiance (Blind, 1)",4.189585033,3.486816368,3.305313046,3.556395626,2.589276276, ,,,,,
320,"Saint Margaret, Queen of the Scots: A Life in Perspective (Hardcover)",0,0,0,0,0, ,,,,,
321,The Firedrake (Paperback),4.279201212,3.605773039,3.382934842,3.575194149,2.436056594, ,,,,,
322,Matilda of Scotland: A Study in Medieval Queenship (Hardcover),4.331890008,3.53971966,3.21520706,3.738116199,2.586510765, ,,,,,
323,"Promise of the Rose (deWarenne Dynasty, #2)",4.171803355,3.465437181,3.359414691,3.629997796,2.672256282, ,,,,,
324,ØªØ§Ø±ÛŒØ® Ø¨ÛŒÙ‡Ù‚ÛŒ / Ø¬Ù„Ø¯ Ø³ÙˆÙ… (Hard Cover),0,0,0,0,0, ,,,,,
325,Ú¯Ø²ÙŠØ¯Ù‡ Ø§Ø´Ø¹Ø§Ø± Ù…Ø³Ø¹ÙˆØ¯ Ø³Ø¹Ø¯ (Paperback),0,0,0,0,0, ,,,,,
326,The Alexiad (Paperback),4.263320499,3.582967009,3.370343498,3.618389096,2.544298392, ,,,,,
327,"Black Arrow (Sugawara Akitada, #3)",4.171180649,3.45365221,3.27359325,3.563833817,2.620902149, ,,,,,
328,Ivanhoe (Paperback),4.236605812,3.432512918,3.367493134,3.581515222,2.561895549, ,,,,,
329,Middle Ages (ebook),0,0,0,0,0, ,,,,,
330,The Lais of Marie de France (Paperback),4.219363171,3.466046862,3.278316903,3.640235631,2.594768272, ,,,,,
331,"The Tea Rose (The Tea Rose, #1)",4.23474166,3.447136067,3.408477858,3.641703893,2.693839194, ,,,,,
332,Macbeth: The Graphic Novel (Original Text),4.204839382,3.368213315,3.295851559,3.629904528,2.528973585, ,,,,,
333,"Wild Wind (Perigueux Family #2; Lords of Conquest, #4)",4.086890595,3.482505749,3.197091872,3.558858093,2.662612663, ,,,,,
334,Blood Queen (Shakespeareâ€™s Queens #1),4.229133994,3.498839318,3.463492923,3.702256651,2.539856601, ,,,,,
335,Queens of the Conquest: Englandâ€™s Medieval Queens (Hardcover),4.157569376,3.486430955,3.319278747,3.627522754,2.590749204, ,,,,,
336,William I: England's Conqueror (Kindle Edition),4.196016733,3.484911173,3.38443059,3.649640759,2.544824114, ,,,,,
337,When a Child is Born (The Chronicles of St Mary's #2.5),4.168300182,3.49129723,3.353703336,3.592813599,2.51018466, ,,,,,
338,The Sea Road (Paperback),4.267663111,3.528079813,3.398777078,3.587736606,2.512449278, ,,,,,
339,The Fighting Man (ebook),4.234566136,3.516447733,3.462308454,3.624205759,2.530448689, ,,,,,
340,"The Reckoning  (Welsh Princes, #3)",4.201412755,3.442128313,3.287472133,3.594237448,2.568105334, ,,,,,
341,The National Portrait Gallery History of the Kings and Queens of England (Hardcover),4.155579569,3.375577022,3.220383341,3.66163681,2.671770008, ,,,,,
342,"The English: A Social History, 1066-1945 (Hardcover)",4.126936305,3.402197809,3.299706505,3.557772282,2.627901663, ,,,,,
343,Kings  Queens of Great Britain: Every Question Answered (Paperback),4.182520536,3.505772425,3.271948631,3.652579961,2.649503345, ,,,,,
344,"The Complete Illustrated Guide to the Kings &amp; Queens of Britain: A Magnificent and Authoritative History of the Royalty of Britain - The Rulers, Their Consorts and Families, and the Pretenders to the Throne (Paperback)",4.175913239,3.438071995,3.362149283,3.670747104,2.624596195, ,,,,,
345,Kings and Queens: A Very Peculiar History (ebook),4.157923947,3.315348888,3.319388584,3.598849253,2.68357743, ,,,,,
346,Macbeth: A Novel (Audible Audio),4.257218868,3.358853561,3.351477693,3.664810972,2.551398252, ,,,,,
347,Pilgrim's War (Pilgrim's War #1),4.184071473,3.413683522,3.265659155,3.605141542,2.575848407, ,,,,,
348,"The Sword of Shame (The Medieval Murderers, #2)",4.209603843,3.496702093,3.216118274,3.556214629,2.640805083, ,,,,,
349,Fen-wolf (Kindle Edition),4.185050163,3.230902972,3.324434193,3.50653898,2.617390228, ,,,,,
350,A Plague of Devils (Paperback),4.190228075,3.526637724,3.386339602,3.652273701,2.52427372, ,,,,,
351,Raising Royalty: 1000 Years of Royal Parenting (ebook),4.07455597,3.527426536,3.248251931,3.537781346,2.718313633, ,,,,,
352,Heart's Conquest (Hardcover),0,0,0,0,0, ,,,,,
353,ÙƒØªØ§Ø¨ Ø§Ù„Ø´Ù�Ø§Ø¡ (Paperback),4.014780353,3.621791972,3.445989916,3.874482379,2.925716814, ,,,,,
354,"Mercenaries (The Conquest Trilogy, #1)",4.170369281,3.418571576,3.287094984,3.599053971,2.650823305, ,,,,,
355,Millennium: From Religion to Revolution: How Civilization Has Changed Over a Thousand Years (Hardcover),4.175290601,3.49807208,3.316941412,3.582224878,2.539354435, ,,,,,
356,Peaceweaver (Paperback),4.262954684,3.444093902,3.291140707,3.603709641,2.512244399, ,,,,,
357,Tun-Huang (Paperback),4.241948554,3.49129898,3.366288478,3.602770213,2.544784889, ,,,,,
358,The Forest Dwellers (Paperback),4.200161917,3.522191345,3.365767326,3.634633362,2.58743123, ,,,,,
359,"Rashi's Daughter, Secret Scholar (Paperback)",4.152010323,3.458148453,3.236940783,3.656498271,2.680525941, ,,,,,
360,Judge Bao Volume 1: Judge Bao and the Jade Phoenix (Hardcover),4.220583473,3.397642769,3.370636025,3.58064531,2.635939863, ,,,,,
361,The Paladin (Walter Tirel #1),4.200011175,3.441748449,3.22655799,3.556670851,2.621614015, ,,,,,
362,Lord of Sunset (Paperback),4.217850445,3.39027864,3.275977175,3.656710597,2.643885476, ,,,,,
363,"Blood of Ironside (The Lost King, #3)",4.264059333,3.40934452,3.46149381,3.719512941,2.558698765, ,,,,,
364,Rachel (Rashiâ€™s Daughters #3),4.139665787,3.4378531,3.354645298,3.616986459,2.658093446, ,,,,,
365,Miriam (Rashiâ€™s Daughters #2),4.150279178,3.45621729,3.333366944,3.612396767,2.62369423, ,,,,,
366,Lady Macbeth's Daughter (Hardcover),4.209504822,3.458406701,3.413563501,3.723563278,2.571998777, ,,,,,
367,"Strategos: Born in the Borderlands (Strategos, #1)",4.208736898,3.446521494,3.373055974,3.617789579,2.525819712, ,,,,,
368,Illuminations (Hardcover),4.232198802,3.557126542,3.405167389,3.65462524,2.602337613, ,,,,,
369,The Seventh Son (The Norman Conquest #4),4.173530285,3.516977662,3.350226606,3.600570818,2.602828181, ,,,,,
370,"The Passionate Enemies (Norman Trilogy, #3)",4.143121858,3.483236033,3.26179824,3.525717343,2.641385789, ,,,,,
371,The Norman Conquest: A Very Short Introduction (Paperback),4.115145675,3.522322031,3.326779478,3.638232659,2.59434908, ,,,,,
372,The Burning Candle: A Medieval Novel (Paperback),4.266903632,3.615621096,3.591161515,3.580828107,2.42458712, ,,,,,
373,"Circle of Stars (Circle, #2)",4.217309818,3.427759444,3.317016481,3.558264548,2.579313397, ,,,,,
374,Ø´Ø§Ù‡Ù†Ø§Ù…Ù‡ Ø­Ú©ÛŒÙ… Ø§Ø¨ÙˆØ§Ù„Ù‚Ø§Ø³Ù… Ù�Ø±Ø¯ÙˆØ³ÛŒ: Ù…Ø¬Ù„Ù‘Ø¯Ù� Ù¾Ù†Ø¬Ù… / Book of Kings (Vol. 5),0,0,0,0,0, ,,,,,
375,Gunnar's Daughter (Paperback),4.212102995,3.530116806,3.340661318,3.471772551,2.62985781, ,,,,,
376,ØªØ§Ø±ÛŒØ® Ø¨ÛŒÙ‡Ù‚ÛŒ / Ø¬Ù„Ø¯ Ø¯ÙˆÙ… (Hard Cover),0,0,0,0,0, ,,,,,
377,ØªØ§Ø±ÛŒØ® Ø¨ÛŒÙ‡Ù‚ÛŒ (Hardcover),4.256875238,3.501900481,3.183941234,3.689839747,2.583386383, ,,,,,
378,The Keeper of the Crystal Spring (Paperback),4.180413384,3.574726521,3.343234994,3.575927498,2.538332846, ,,,,,
379,The King's Shadow (Paperback),4.222075555,3.455021186,3.253836093,3.688839941,2.618545437, ,,,,,
380,ØªØ§Ø±ÛŒØ® Ø¨ÛŒÙ‡Ù‚ÛŒ / Ø¬Ù„Ø¯ Ø§ÙˆÙ„ (Hardcover),0,0,0,0,0, ,,,,,
381,Godiva (Paperback),4.186639112,3.440555419,3.320176026,3.621207971,2.627862771, ,,,,,
382,Ú†Ø´ÛŒØ¯Ù† Ø·Ø¹Ù… ÙˆÙ‚Øª (Hardcover),0,0,0,0,0, ,,,,,
383,Ø¨Ø±Ú¯Ø²ÛŒØ¯Ù‡ Ú¯Ø±Ø´Ø§Ø³Ø¨Ù†Ø§Ù…Ù‡ (Paperback),0,0,0,0,0, ,,,,,
